鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
頭份市,房地(土地+建物),苗栗縣頭份市上興里１８鄰永愛街２９號,89.3,,山坡地保育區,丙種建築用地,1110807,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0860827,172.1,4,2,3,有,有,3900000,22661,,0.0,0,,RPWNMLNLQHHGFFK96DA,148.57,23.53,0.0,無,016
頭份市,土地,德義段1064地號,104.79,都市：其他:道路用地,,,1110815,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1000000,9543,,0.0,0,包含公共設施保留地用地；,RPQNMLQLQHHGFFK66DA,0.0,0.0,0.0,無,
南庄鄉,土地,北獅里興段獅頭驛小段683地號,41450.0,,山坡地保育區,林業用地,1110823,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1500000,36,,0.0,0,,RPQNMLTLQHHGFFK96DA,0.0,0.0,0.0,無,
頭份市,房地(土地+建物),苗栗縣頭份市上興里２３鄰永昌街７巷２號七樓,24.95,,山坡地保育區,丙種建築用地,1110803,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860827,96.22999999999999,3,2,2,有,有,2900000,30136,,0.0,0,,RPSNMLMLQHHGFFK09DA,72.29,0.0,7.81,有,
竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮竹南里１２鄰民權街５１巷１４號八樓,13.11,都市：其他:商業區,,,1110802,土地1建物1車位1,八層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841108,166.37,3,2,2,有,有,8600000,51692,坡道機械,0.0,0,其他增建；,RPTNMLTJQHHGFDK86DA,119.16,0.0,11.69,有,
苑裡鎮,房地(土地+建物)+車位,苗栗縣苑裡鎮中正里１３鄰蓬山路５８號八樓之２,15.08,都市：其他:商業區,,,1110802,土地1建物1車位1,八層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100716,88.58,2,2,2,有,有,5000000,56446,升降機械,0.0,0,,RPPNMLTLQHHGFCK56DA,59.05,0.0,7.48,有,
公館鄉,土地,尖山段1667-1地號,3667.0,,特定農業區,農牧用地,1110805,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12750000,3477,,0.0,0,,RPPNMLPLQHHGFBK68DA,0.0,0.0,0.0,無,
公館鄉,土地,尖山段763-4地號,590.0,,特定農業區,甲種建築用地,1110802,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12850000,21780,,0.0,0,人數多且地形不整,RPPNMLQLQHHGFBK78DA,0.0,0.0,0.0,無,
公館鄉,土地,館學段761地號,197.46,都市：其他:農業區,,,1110822,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,16000000,81029,,0.0,0,併同鄰地4 筆農地及預計興建之建物同為買賣標的，但分件登記、分件實價登錄。土地交易案件之價格含未來興建房屋成本；,RPRNMLTLQHHGFBK66DA,0.0,0.0,0.0,無,
苗栗市,土地,三山段171地號,40.66,都市：其他:住宅區,,,1110817,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,750000,18446,,0.0,0,,RPTNMLMLQHHGFBK78DA,0.0,0.0,0.0,無,
通霄鎮,土地,白沙段1278地號,2514.53,,一般農業區,農牧用地,1110809,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,400000,159,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLMLQHHGFCK88DA,0.0,0.0,0.0,無,
苗栗市,土地,文發段1940地號,140.02,都市：其他:部份住宅區、部份人行步道用地,,,1110817,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11200000,79989,,0.0,0,,RPRNMLRKQHHGFBK98DA,0.0,0.0,0.0,無,
大湖鄉,房地(土地+建物),苗栗縣大湖鄉新開村８鄰關刀山１之１６號,2949.0,,山坡地保育區,農牧用地,1110706,土地1建物1車位0,全,一層,透天厝,農業用,鋼骨造,0990812,163.52,5,2,4,有,無,13880000,84883,,0.0,0,其他增建；,RPWNMLRJPHHGFAK56DA,163.52,0.0,0.0,無,017
獅潭鄉,土地,八角林段189-5地號,3374.0,,山坡地保育區,農牧用地,1110725,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4000000,1186,,0.0,0,地上有農業設施工寮農業設施；,RPQNMLLKQHHGFAK18DA,0.0,0.0,0.0,無,
苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市水源里２０鄰陽明２３之２號二樓,57.44,,鄉村區,乙種建築用地,1110716,土地1建物1車位1,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1110214,162.11,3,2,2,有,有,7350000,45340,一樓平面,0.0,0,,RPQNMLMLPHHGFBK38DA,120.31,0.0,11.21,有,
苗栗市,房地(土地+建物),苗栗縣苗栗市新英里５鄰吉祥９號,187.0,,山坡地保育區,交通用地,1110710,土地2建物1車位0,一層，二層，見其他登記事項,,公寓(5樓含以下無電梯),,加強磚造,,123.75,3,1,2,有,無,2500000,20202,,0.0,0,土地增值稅約定由買方負擔連件申報,RPXNMLRKQHHGFBK96DA,114.3,9.45,0.0,無,
苗栗市,房地(土地+建物),苗栗縣苗栗市福安里２０鄰鴻福６１之５號二樓,19.16,都市：其他:住宅區,,,1110716,土地1建物1車位0,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0841101,111.66,3,2,2,有,無,3050000,27315,,0.0,0,,RPPNMLSKQHHGFBK88DA,69.92,0.0,9.99,有,018
竹南鎮,車位,苗栗縣竹南鎮山佳里２１鄰佳北二街１０７號等,0.0,,,,1110705,土地0建物1車位1,,,其他,,,,12.12,0,0,0,有,無,500000,,升降機械,12.12,500000,僅車位交易；,RPVNMLPKPHHGFDK66DA,0.0,0.0,0.0,無,
造橋鄉,房地(土地+建物),苗栗縣造橋鄉錦水村５鄰錦水６７之６號,142.09,,山坡地保育區,丙種建築用地,1110715,土地2建物1車位0,全,一層,透天厝,住家用,鋼筋混凝土造,0640801,136.5,5,2,3,有,無,4200000,30769,,0.0,0,頂樓加蓋；,RPWOMLNLPHHGFDK76DA,136.5,0.0,0.0,無,
竹南鎮,土地,環市段1409地號,203.67,都市：其他:道路用地,,,1110727,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2935607,14414,,0.0,0,包含公共設施保留地用地；,RPTNMLRLPHHGFDK76DA,0.0,0.0,0.0,無,019
造橋鄉,房地(土地+建物),苗栗縣造橋鄉豐湖村３鄰北苑４０號,142.14,,山坡地保育區,丙種建築用地,1110718,土地3建物1車位0,全,二層,透天厝,住家用,ＲＣ補強,0661228,90.64,4,2,3,有,無,4300000,47440,,0.0,0,增建:1.一樓空地  2.二樓浴室陽台外推；其他增建；,RPVNMLOJQHHGFDK56DA,90.64,0.0,0.0,無,020
竹南鎮,房地(土地+建物),苗栗縣竹南鎮大埔里１１鄰仁愛路１０９１巷１７弄６號,144.71,,特定農業區,甲種建築用地,1110705,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1050202,244.83,4,3,5,有,無,16500000,67394,,0.0,0,,RPQNMLSJQHHGFDK09DA,239.09,0.0,5.74,無,021
造橋鄉,房地(土地+建物),苗栗縣造橋鄉談文村５鄰育英七街１０１號三樓之二十七,19.04,,山坡地保育區,丙種建築用地,1110719,土地1建物1車位0,三層,三層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0900629,27.990000000000002,1,0,1,有,有,700000,25009,,0.0,0,,RPSOMLQKQHHGFDK66DA,18.4,0.0,2.72,無,
竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮大埔里２鄰科專七路２０５號七樓之三,25.7,都市：其他:第一種住宅區,,,1110720,土地1建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),住家用,ＲＣ造、鋼骨造,1050414,98.66,2,2,1,有,有,7400000,75005,坡道平面,16.85,0,車位編號:2,RPSNMLRKQHHGFDK66DA,50.06,0.0,5.75,有,022
頭份市,土地,永貞段1069-2地號,487.96,,,,1110725,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,18591276,38100,,0.0,0,水利地承購；,RPUNMLPLPHHGFFK86DA,0.0,0.0,0.0,無,
三灣鄉,房地(土地+建物),苗栗縣三灣鄉大坪村１鄰南坪角８號,835.0,,山坡地保育區,丙種建築用地,1110709,土地2建物1車位0,全,一層,透天厝,住家用,木石磚造,0610115,46.1,3,2,2,有,無,7500000,162690,,0.0,0,建物老舊不堪使用，視為土地買賣,RPPSMLSLPHHGFFK17DA,46.1,0.0,0.0,無,
頭份市,房地(土地+建物),苗栗縣頭份市頭份里６鄰育才街１９巷２號,126.04,都市：其他:住宅區,,,1110724,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,,208.42,6,3,3,有,無,8500000,40783,,0.0,0,,RPTNMLRKQHHGFFK96DA,199.08,0.0,9.34,無,023
銅鑼鄉,土地,老雞隆段462-1地號,2437.0,,特定農業區,農牧用地,1110729,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1600000,657,,0.0,0,,RPPNMLSKQHHGFEK66EA,0.0,0.0,0.0,無,
頭份市,土地,和平段763地號,4.91,都市：其他:商業區,,,1110729,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,638300,130000,,0.0,0,政府機關標讓售；,RPRNMLMJQHHGFFK78DA,0.0,0.0,0.0,無,
頭份市,房地(土地+建物)+車位,苗栗縣頭份市後庄里２１鄰公北二路８５號十樓,14.11,都市：其他:商業區,,,1110729,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050613,148.09,3,2,2,有,有,12800000,86434,坡道機械,13.34,0,,RPSNMLMJQHHGFFK88DA,85.32,2.48,8.81,有,024
