鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉大智路６６巷２３號七樓之２,19.8,,工業區,丁種建築用地,1110116,土地1建物1車位1,七層，見其他登記事項,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100730,108.76,1,2,1,有,有,8500000,78154,坡道機械,19.77,0,,RPSQMLLKPHHGFDJ78DA,58.71,0.0,9.02,有,
新豐鄉,房地(土地+建物)+車位,新竹縣新豐鄉明新六街１１８號六樓,24.81,都市：其他:農業區,,,1101202,土地1建物1車位2,六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1110329,137.31,3,2,2,有,有,10120000,77921,坡道機械,24.76,1350000,預售屋、或土地及建物分件登記案件；,RPOUMLRKNHHGFDJ56DA,71.05,0.0,5.78,有,
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉達生二街３０１號十二樓之１０,17.7,都市：其他:商業區(一),,,1101212,土地1建物1車位1,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110623,135.7,3,2,2,有,有,8180000,66630,坡道平面,26.89,930000,預售屋、或土地及建物分件登記案件；,RPPQMLSKNHHGFDJ98DA,68.78,0.0,4.43,有,
竹北市,房地(土地+建物)+車位,新竹縣竹北市六家五路二段７０號三樓之二,40.47,都市：其他:住宅區,,,1101207,土地1建物1車位1,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1110706,118.51,3,2,2,有,有,18800000,158636,其他,9.91,0,,RPPOMLSKQHHGFBJ88DA,80.59,0.0,5.97,有,
新埔鎮,房地(土地+建物)+車位,新竹縣新埔鎮四座屋４６號三樓之一,38.13,,特定農業區,甲種建築用地,1101201,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1110608,143.51999999999998,3,2,2,有,有,8300000,57832,一樓平面,0.0,0,預售屋、或土地及建物分件登記案件；,RPWOMLSLPHHGFBJ96DA,90.84,0.0,5.96,有,
新埔鎮,房地(土地+建物)+車位,新竹縣新埔鎮四座屋４６號六樓之二,39.88,,特定農業區,甲種建築用地,1101201,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1110608,149.23,3,2,2,有,有,8500000,56959,一樓平面,0.0,0,預售屋、或土地及建物分件登記案件；,RPUPMLSLPHHGFBJ86DA,91.09,0.0,10.15,有,
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強北路９８號四樓之五,14.4,都市：其他:第一種住宅區,,,1101225,土地1建物1車位1,四層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110331,102.65,1,1,1,有,有,9950000,110207,坡道平面,26.43,1550000,本件於民國111年4月11日辦理轉讓更名平轉,RPQOMLLJQHHGFBJ18DA,41.17,3.05,3.32,有,
竹北市,房地(土地+建物)+車位,新竹縣竹北市自強北路９８號五樓之五,14.4,都市：其他:第一種住宅區,,,1101225,土地1建物1車位1,五層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110331,102.65,1,1,1,有,有,9950000,110207,坡道平面,26.43,1550000,,RPUOMLLJQHHGFBJ58DA,41.17,3.05,3.32,有,
芎林鄉,房地(土地+建物),新竹縣芎林鄉金獅七街４１號,98.26,,鄉村區,乙種建築用地,1101204,土地1建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,1110425,300.58,4,2,4,有,有,23900000,79513,,0.0,0,預售屋、或土地及建物分件登記案件；,RPQQMLPKPHHGFCJ88DA,268.61,0.0,31.97,無,
竹北市,房地(土地+建物)+車位,新竹縣竹北市光明十五街８號十二樓,28.53,都市：其他:第二種住宅區,,,1101227,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110713,157.32,3,2,2,有,有,17590000,122826,坡道平面,27.95,1700000,預售屋、或土地及建物分件登記案件；,RPRPMLPKQHHGFBJ88DA,77.43,0.0,8.56,有,
竹北市,房地(土地+建物)+車位,新竹縣竹北市光明十五街１６號十一樓,20.51,都市：其他:第二種住宅區,,,1101227,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110713,121.22999999999999,2,2,1,有,有,13170000,124035,坡道平面,27.95,1600000,預售屋、或土地及建物分件登記案件；,RPQQMLPKQHHGFBJ88DA,56.12,0.0,5.92,有,
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉達生二街３０１號三樓之１,21.34,都市：其他:商業區(一),,,1101114,土地1建物1車位1,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110623,157.16,3,2,2,有,有,9000000,61948,坡道平面,26.89,930000,預售屋、或土地及建物分件登記案件；,RPPQMLTKNHHGFDJ09DA,79.63,0.0,7.97,有,
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉達生二街３０１號四樓之１,21.34,都市：其他:商業區(一),,,1101128,土地1建物1車位1,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110623,157.16,3,2,2,有,有,8950000,61948,坡道平面,26.89,880000,預售屋、或土地及建物分件登記案件；,RPQQMLTKNHHGFDJ56DA,79.63,0.0,7.97,有,
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉達生二街３０１號十二樓之１,21.34,都市：其他:商業區(一),,,1101121,土地1建物1車位1,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110623,157.16,3,2,2,有,有,9960000,68550,坡道平面,26.89,1030000,預售屋、或土地及建物分件登記案件；,RPXQMLTKNHHGFDJ27DA,79.63,0.0,7.97,有,
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉達生二街３０１號十一樓之３,17.7,都市：其他:商業區(一),,,1101114,土地1建物1車位1,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110623,134.6,3,2,2,有,有,7980000,65251,坡道平面,25.79,880000,預售屋、或土地及建物分件登記案件；,RPTOMLTKNHHGFDJ66DA,68.78,0.0,4.43,有,
