鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
南屯區,建物,臺中市南屯區向心路１０９號十四樓之２５,0.0,住,,,1110705,土地0建物1車位0,十四層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861216,44.620000000000005,1,0,1,有,無,有,13000,291,,0.0,0,,RPPOMLSLPHHGFCB28CC
西屯區,房地(土地+建物)+車位,臺中市西屯區皇城街５０號１４樓之５,33.14,住,,,1110707,土地1建物1車位1,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960625,206.5,4,2,2,有,有,有,23300,113,坡道平面,0.0,0,社會住宅包租代管案件，簽約金為租金市價打9折。租金不含管理費,RPTPMLSLPHHGFCB78CC
西屯區,房地(土地+建物),臺中市西屯區文心路二段５６６之１２號３樓之１,5.93,住,,,1110722,土地1建物1車位0,三層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941110,88.03,2,2,1,有,有,有,18000,204,,0.0,0,社會住宅包租代管案件租金市價打9折。,RPUPMLSLPHHGFCB88CC
西屯區,建物,臺中市西屯區西安街２７７巷２５弄２號四樓之２８,0.0,住,,,1110723,土地0建物1車位0,四層,8,套房(1房1廳1衛),住家用,鋼筋混凝土造,0880529,28.519999999999996,1,0,1,有,有,有,7000,245,,0.0,0,住宅及都市更新中心辦理社會住宅包租代管計畫。水電費、瓦斯費由承租人負擔。,RPRRMLSLPHHGFCB78CC
南屯區,建物,臺中市南屯區黎明路二段４２８號五樓之３,0.0,住,,,1110724,土地0建物1車位0,五層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850612,114.13,3,2,2,有,有,有,23000,202,,0.0,0,住宅及都市更新中心辦理社會住宅包租代管計畫。水電費、瓦斯費由承租人負擔。,RPSRMLSLPHHGFCB88CC
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩十街２０７號５樓之１,31.25,住,,,1110707,土地1建物1車位1,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800611,160.35,3,2,2,有,有,有,20000,125,升降機械,0.0,1500,此為社會住宅包租代管,RPTRMLSLPHHGFCB98CC
潭子區,建物,臺中市潭子區大富路一段３巷１４弄１之１號,0.0,住,,,1110701,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780222,76.16000000000001,3,2,2,有,無,有,10000,131,,0.0,0,社宅案件,RPSNMLSLPHHGFHB98CC
大雅區,房地(土地+建物)+車位,臺中市大雅區神林南路１８０巷３８號５樓之３,14.97,商,,,1110711,土地1建物1車位1,五層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1040604,113.4,2,1,1,有,有,有,19400,173,坡道機械,15.82,2500,社會住宅包租代管案件，簽約金為租金市價打9折。租金不含管理費及停車位費,RPXNMLSLPHHGFHB86CC
清水區,建物,臺中市清水區港新三路３０號２樓之１,0.0,商,,,1110701,土地0建物1車位1,二層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1070926,143.67000000000002,2,1,1,有,有,有,16000,135,坡道平面,32.26,1000,社宅案件,RPVNMLSLPHHGFFB09CC
霧峰區,房地(土地+建物),臺中市霧峰區自強路２４５號,93.0,,鄉村區,乙種建築用地,1110708,土地1建物1車位0,全,2,透天厝,住家用,加強磚造,0681201,85.9,2,2,2,有,無,有,15000,175,,0.0,0,,RPPOMLSLPHHGFIB88CC
大里區,房地(土地+建物),臺中市大里區塗城路８３０巷２７號,66.38,住,,,1110728,土地1建物1車位0,全,2,透天厝,住家用,加強磚造,,100.0,4,1,2,有,無,有,8000,80,,0.0,0,,RPOOMLTLPHHGFIB88CC
潭子區,房地(土地+建物),臺中市潭子區頭張路一段１１７巷１７弄１１號７樓,2.59,商,,,1110708,土地1建物1車位0,七層,13,套房(1房1廳1衛),住家用,鋼筋混凝土造,0820511,25.86,1,0,1,有,有,有,7000,271,,0.0,0,此為社會住宅包租代管,RPVNMLTLPHHGFHB76CC
南屯區,建物,臺中市南屯區文心南五路一段３９３號７樓之３,0.0,住,,,1110712,土地0建物1車位0,七層,11,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1080611,126.61,3,2,2,有,有,有,21600,171,,0.0,0,社會住宅包租代管案件租金市價打9折。,RPTNMLTLPHHGFCB68CC
西屯區,房地(土地+建物),臺中市西屯區烈美街１２６之３號,70.25,住,,,1110707,土地1建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740716,99.97,4,1,2,有,無,有,12000,120,,0.0,0,社會住宅包租代管案件，簽約金為租金市價打9折。,RPTOMLTLPHHGFCB78CC
西屯區,房地(土地+建物),臺中市西屯區西屯路二段２４７號８樓之１１,3.48,商,,,1110726,土地1建物1車位0,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990201,71.68,1,1,1,有,有,有,16500,230,,0.0,0,,RPVOMLTLPHHGFCB98CC
西屯區,建物,臺中市西屯區長安路二段１３１巷９２號十樓之１,0.0,住,,,1110719,土地0建物1車位1,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021105,158.23000000000002,3,2,2,有,有,有,30000,190,坡道平面,35.97,0,租金含管理費。,RPOPMLTLPHHGFCB38CC
西屯區,房地(土地+建物)+車位,臺中市西屯區市政北一路２６９號２５樓之６,10.65,其他,,,1110728,土地1建物1車位1,二十五層,28,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951113,109.91,3,2,2,有,有,有,36000,328,坡道平面,34.86,0,,RPUPMLTLPHHGFCB98CC
西屯區,建物,臺中市西屯區福科路５２６巷２號九樓之２,0.0,住,,,1110714,土地0建物1車位1,九層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1071112,133.29000000000002,2,2,2,有,有,有,31500,236,坡道平面,37.41,0,租金含管理費。,RPRQMLTLPHHGFCB78CC
西屯區,房地(土地+建物),臺中市西屯區福順路２４３號５號,30.29,住,,,1110708,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690226,94.14,3,2,2,有,無,有,13000,138,,0.0,0,此為社會住宅包租代管,RPSQMLTLPHHGFCB88CC
北屯區,建物,臺中市北屯區崇德路二段３１７號５樓之６,0.0,商,,,1110710,土地0建物1車位0,五層,25,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861001,112.16,2,2,1,有,有,有,23800,212,,0.0,0,租金含管理費。,RPRNMLTLPHHGFBB38CC
北區,房地(土地+建物),臺中市北區文昌東一街８３巷１之１號,31.13,住,,,1110724,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760625,98.42,3,2,2,有,無,有,16500,168,,0.0,0,社會住宅包租代管案件租金市價打9折。,RPTNMLTLPHHGFBB58CC
北屯區,建物,臺中市北屯區中清路二段４５１號１０樓之２,0.0,住,,,1110719,土地0建物1車位0,十層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0811020,55.230000000000004,2,1,1,有,無,有,12300,223,,0.0,0,,RPUNMLTLPHHGFBB68CC
北屯區,建物,臺中市北屯區太原路三段１３９巷１號５樓之２２,0.0,住,,,1110704,土地0建物0車位0,五層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840127,23.589999999999996,1,0,1,有,有,有,8000,339,,0.0,0,社會住宅包租代管案件，簽約金為租金市價打9折。租金不含管理費,RPOOMLTLPHHGFBB18CC
北屯區,建物,臺中市北屯區后庄路５１號六樓,0.0,住,,,1110719,土地0建物1車位1,六層,13,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1050502,167.98,3,2,2,有,有,有,32000,190,坡道平面,28.01,0,租金含管理費。,RPSOMLTLPHHGFBB58CC
北區,建物,臺中市北區健行路１７４號２樓之２,0.0,住,,,1110725,土地0建物1車位0,二層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,0790808,40.0,1,1,1,有,無,有,7300,183,,0.0,0,台中市政府包租代管計畫 ；每月水電瓦斯、網路費由承租人另外負擔。,RPTOMLTLPHHGFBB68CC
北屯區,房地(土地+建物)+車位,臺中市北屯區崇德六路１００號１０樓之１５,14.04,住,,,1110726,土地2建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970930,91.99,2,2,1,有,有,有,28900,314,坡道平面,0.0,0,起租日:111/08/15租金總額含稅含管理費含車。車位屋主另租給承租方，非權狀上的車位因此車位坪數無法計算,RPVOMLTLPHHGFBB88CC
