鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
卑南鄉,土地,利家段4934地號,4240.0,,特定農業區,農牧用地,1110801,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5000000,1179,,0.0,0,,RPPNMLQLQHHGFAV17DA,0.0,0.0,0.0,無,
台東市,建物,臺東縣臺東市青海路四段３７１號,0.0,,,,1110809,土地0建物2車位0,全,一層,透天厝,住商用,鐵筋水泥磚,05801,205.19,2,2,2,有,無,5102990,24870,,0.0,0,其他增建；,RPPNMLOLQHHGFAV96DA,171.27,33.92,0.0,無,
卑南鄉,房地(土地+建物),臺東縣卑南鄉鎮樂路１號四樓之２２,9.98,都市：其他:住宅區,,,1110817,土地2建物1車位0,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821026,39.62,1,1,1,有,有,680000,17163,,0.0,0,,RPOOMLMLQHHGFAV76DA,28.0,0.0,0.0,有,
卑南鄉,房地(土地+建物),臺東縣卑南鄉溫泉路３１２巷２號七樓之１０,9.54,都市：其他:住宅區,,,1110810,土地1建物1車位0,七層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840327,55.5,1,0,1,有,有,700000,12613,,0.0,0,,RPOOMLKKQHHGFAV09DA,40.2,0.0,4.8,有,
台東市,土地,東海段829-1地號,57.31,都市：其他:住宅區,,,1110702,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1000000,17449,,0.0,0,,RPQNMLNKPHHGFAV76DA,0.0,0.0,0.0,無,
達仁鄉,土地,達人段409地號,680.01,,山坡地保育區,農牧用地,1110715,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,500000,735,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；農作物；畸零地或有合併使用效益；,RPSNMLLKQHHGFDV17DA,0.0,0.0,0.0,無,
太麻里鄉,房地(土地+建物),臺東縣太麻里鄉龍泉路５７號二樓之１２,7.59,都市：其他:出租旅館區,,,1110720,土地2建物1車位0,二層,九層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0830427,78.66,1,0,1,有,有,788000,10018,,0.0,0,,RPPNMLSKQHHGFDV57DA,29.6,0.0,3.3,有,
長濱鄉,土地,真柄段829-14地號,2221.0,,風景區,農牧用地,1110704,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1550000,698,,0.0,0,,RPQNMLOJQHHGFBV96DA,0.0,0.0,0.0,無,
鹿野鄉,土地,中華東段546地號,3372.01,,特定農業區,農牧用地,1110727,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6500000,1928,,0.0,0,含地上物,RPPNMLRKQHHGFCV37DA,0.0,0.0,0.0,無,
台東市,房地(土地+建物),臺東縣臺東市中華路四段１３１巷１３９號,90.78,,鄉村區,乙種建築用地,1110714,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0840518,134.12,4,2,3,有,無,5160000,38473,,0.0,0,其他增建；,RPPOMLSJQHHGFAV27DA,130.98,0.0,3.14,無,07
台東市,房地(土地+建物),臺東縣臺東市中華路三段１３７巷１２３弄７號,124.2,,特定農業區,甲種建築用地,1110723,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0820504,137.35,4,2,3,有,無,7800000,56789,,0.0,0,含傢俱設備費；其他增建；,RPPNMLTKQHHGFAV37DA,122.58,14.77,0.0,無,08
台東市,土地,光明段420地號,36.0,都市：其他:住宅區,,,1110724,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,400000,11111,,0.0,0,含未辦保存登記建物67408元未登記建物；,RPPNMLTJQHHGFAV27DA,0.0,0.0,0.0,無,
台東市,房地(土地+建物),臺東縣臺東市開封街７４１號,113.0,都市：其他:住宅區,,,1110720,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0921208,239.71,12,0,10,有,無,18300000,76342,,0.0,0,含傢俱設備費；頂樓加蓋；其他增建；,RPVNMLLLPHHGFAV17DA,191.01,48.7,0.0,無,09
東河鄉,土地,北八里段868地號,1021.96,,風景區,農牧用地,1110716,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3900000,3816,,0.0,0,未登記建物；,RPSNMLSKPHHGFBV57DA,0.0,0.0,0.0,無,
太麻里鄉,房地(土地+建物),臺東縣太麻里鄉龍泉路５３巷５號六樓之１２,10.39,都市：其他:出租旅館區,,,1110725,土地2建物1車位0,六層,八層,套房(1房1廳1衛),其他,鋼筋混凝土造,0840714,37.81,1,1,1,有,有,600000,15869,,0.0,0,,RPQNMLPKQHHGFDV47EA,27.07,3.8,0.0,有,
長濱鄉,土地,東柄段308地號,5000.0,,風景區,農牧用地,1110728,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9820000,1964,,0.0,0,,RPPNMLRKQHHGFBV27DA,0.0,0.0,0.0,無,10
長濱鄉,土地,城仔埔段169地號,3214.15,,風景區,農牧用地,1110728,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5500000,1711,,0.0,0,臺東縣長濱鄉城仔埔段169地號 權利範圍:全部,RPQNMLRKQHHGFBV37DA,0.0,0.0,0.0,無,11
台東市,房地(土地+建物),臺東縣臺東市中興路四段６４６號,72.26,都市：其他:住宅區,,,1110725,土地1建物1車位0,一層，二層，三層，騎樓,二層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0830326,132.85,5,1,3,有,無,7950000,59842,,0.0,0,含傢俱設備費；其他增建；,RPRNMLMLQHHGFAV96DA,124.88,7.97,0.0,無,
台東市,土地,豐航段410地號,2790.06,都市：其他:農業區,,,1110713,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6600000,2366,,0.0,0,,RPRNMLOKPHHGFAV96DA,0.0,0.0,0.0,無,
台東市,土地,豐航段408地號,1395.8,都市：其他:農業區,,,1110713,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3800000,2722,,0.0,0,,RPSNMLOKPHHGFAV07DA,0.0,0.0,0.0,無,
